0	-0.066921131
0.01	0.016958428
0.02	-0.060973396
0.03	-0.039469238
0.04	0.035029269
0.05	0.073771682
0.06	0.050340396
0.07	0.121620883
0.08	-0.010039166
0.09	0.051090704
0.1	0.012475212
0.11	0.025454524
0.12	0.132974727
0.13	0.210276141
0.14	0.171204558
0.15	0.237070054
0.16	0.188770293
0.17	0.111578679
0.18	0.168428291
0.19	0.187980278
0.2	0.242384534
0.21	0.206542132
0.22	0.235955357
0.23	0.22892437
0.24	0.144963001
0.25	0.215915796
0.26	0.272438773
0.27	0.220929909
0.28	0.340166782
0.29	0.220356468
0.3	0.314427329
0.31	0.378152072
0.32	0.389635354
0.33	0.23864358
0.34	0.419668081
0.35	0.433006247
0.36	0.334136275
0.37	0.38381603
0.38	0.311275727
0.39	0.398296559
0.4	0.466810747
0.41	0.391573595
0.42	0.435211932
0.43	0.383509792
0.44	0.334404645
0.45	0.519504588
0.46	0.354312704
0.47	0.405463028
0.48	0.505613755
0.49	0.382961503
0.5	0.577417891
0.51	0.414499612
0.52	0.506207476
0.53	0.595199951
0.54	0.527219482
0.55	0.426066817
0.56	0.437437447
0.57	0.495551475
0.58	0.492272387
0.59	0.527991952
0.6	0.621688532
0.61	0.588025726
0.62	0.585648824
0.63	0.566480344
0.64	0.62582864
0.65	0.586629253
0.66	0.524918329
0.67	0.66969073
0.68	0.624019905
0.69	0.723854681
0.7	0.625563675
0.71	0.673772273
0.72	0.595615028
0.73	0.710231339
0.74	0.626615018
0.75	0.632677078
0.76	0.614507983
0.77	0.633171241
0.78	0.784893053
0.79	0.64051393
0.8	0.771435065
0.81	0.807822525
0.82	0.819166513
0.83	0.731421869
0.84	0.709893596
0.85	0.66415752
0.86	0.815139809
0.87	0.829209561
0.88	0.740636676
0.89	0.80714303
0.9	0.802051221
0.91	0.786995483
0.92	0.893174691
0.93	0.881279359
0.94	0.878333718
0.95	0.842012811
0.96	0.84155486
0.97	0.810425806
0.98	0.861460313
0.99	0.829510244
1	0.858655735
1.01	0.813548619
1.02	0.768039863
1.03	0.907359515
1.04	0.844616375
1.05	0.878237077
1.06	0.95894916
1.07	0.913465921
1.08	0.926129172
1.09	0.886963923
1.1	0.885048049
1.11	0.92360414
1.12	0.942226468
1.13	0.839332284
1.14	0.871847037
1.15	0.892318998
1.16	1.011821261
1.17	0.90310412
1.18	0.933972133
1.19	0.883580243
1.2	0.893981383
1.21	1.023763352
1.22	0.991332272
1.23	0.928985989
1.24	0.993814041
1.25	0.915372718
1.26	0.98988486
1.27	0.864893321
1.28	1.05402779
1.29	0.984346372
1.3	0.931372776
1.31	0.884183835
1.32	0.903336515
1.33	0.872197162
1.34	1.05452804
1.35	0.950926783
1.36	1.019431683
1.37	1.009493496
1.38	1.016442653
1.39	1.050097569
1.4	0.982480863
1.41	0.927297058
1.42	1.051034636
1.43	0.993014022
1.44	0.898643994
1.45	0.947010967
1.46	0.940257332
1.47	1.015045413
1.48	1.069970181
1.49	1.000290347
1.5	0.995203807
1.51	0.899123547
1.52	1.076024187
1.53	1.053912097
1.54	0.928519743
1.55	0.966554687
1.56	1.029936281
1.57	0.91882876
1.58	0.949924859
1.59	1.092402245
1.6	0.96176927
1.61	1.018225746
1.62	0.959844362
1.63	0.983483708
1.64	0.927565953
1.65	0.94906844
1.66	0.95527884
1.67	0.900983105
1.68	1.023172
1.69	1.055090458
1.7	1.082733395
1.71	0.890533215
1.72	1.079989869
1.73	0.9696794
1.74	0.973558828
1.75	0.978719455
