0	0	4.647607461
0.05	0.500224967	7.683624568
0.1	1.000899733	21.68962478
0.15	1.502024098	22.5662916
0.2	2.003597859	38.33875257
0.25	2.505620814	-17.45510876
0.3	3.008092761	-25.60230762
0.35	3.511013494	-29.22996213
0.4	4.014382809	39.44692073
0.45	4.518200501	-16.6342652
0.5	5.022466363	60.59034216
0.55	5.527180189	-7.153209417
0.6	6.03234177	-2.14546226
0.65	6.537950899	11.46547969
0.7	7.044007365	26.08457294
0.75	7.55051096	25.46667035
0.8	8.057461472	72.17413891
0.85	8.564858691	5.05016014
0.9	9.072702403	-7.935282011
0.95	9.580992396	40.39614799
1	10.08972846	23.67229494
1.05	10.59891037	-1.368337632
1.1	11.10853792	3.11991429
1.15	11.61861089	34.46603173
1.2	12.12912907	-0.345118225
1.25	12.64009223	-4.60125613
1.3	13.15150016	9.32602004
1.35	13.66335265	4.963003506
1.4	14.17564946	-4.552880851
1.45	14.68839038	40.77527215
1.5	15.2015752	24.35948703
1.55	15.71520367	2.064884386
1.6	16.22927559	-4.791973692
1.65	16.74379073	27.20051206
1.7	17.25874887	24.89649793
1.75	17.77414977	-1.844382293
1.8	18.28999322	58.79047383
1.85	18.80627899	3.619842997
1.9	19.32300685	36.34349218
1.95	19.84017657	-3.981198478
2	20.35778792	12.60602587
2.05	20.87584067	21.86017031
2.1	21.39433459	-22.56409771
2.15	21.91326945	19.67656237
2.2	22.43264503	-1.407330965
2.25	22.95246107	4.442489516
2.3	23.47271736	-5.972159429
2.35	23.99341365	-4.687590697
2.4	24.51454971	-0.79155873
2.45	25.03612531	34.43550571
2.5	25.5581402	30.26604788
2.55	26.08059415	20.5318691
2.6	26.60348692	5.267263314
2.65	27.12681828	41.9145917
2.7	27.65058797	70.43624884
2.75	28.17479576	37.19160863
2.8	28.69944141	46.55157095
2.85	29.22452468	37.06073312
2.9	29.75004531	29.04983422
2.95	30.27600307	-10.22092693
3	30.80239771	50.50875083
3.05	31.32922899	55.71543691
3.1	31.85649666	49.01313248
3.15	32.38420046	62.75549145
3.2	32.91234016	47.24159017
3.25	33.4409155	13.62597185
3.3	33.96992623	49.22952344
3.35	34.4993721	43.6928036
3.4	35.02925286	56.46753621
3.45	35.55956826	52.23419817
3.5	36.09031803	25.76922995
3.55	36.62150194	27.13474552
3.6	37.15311972	20.51646305
3.65	37.68517112	74.1081492
3.7	38.21765588	48.03886712
3.75	38.75057374	73.37631463
3.8	39.28392444	39.72865177
3.85	39.81770772	24.51406472
3.9	40.35192333	29.77001807
3.95	40.88657101	61.49693151
4	41.42165048	68.91495091
4.05	41.95716149	48.78967434
4.1	42.49310377	17.91404946
4.15	43.02947706	33.70949695
4.2	43.5662811	71.95063941
4.25	44.10351561	66.06807055
4.3	44.64118033	43.9287327
4.35	45.17927499	55.74977025
4.4	45.71779933	61.20810652
4.45	46.25675307	36.03546278
4.5	46.79613594	49.90490923
4.55	47.33594767	17.39232575
4.6	47.87618799	27.44471904
4.65	48.41685662	99.7224504
4.7	48.95795329	35.8142711
4.75	49.49947773	56.6104345
4.8	50.04142966	33.77922375
4.85	50.5838088	37.52987526
4.9	51.12661487	45.16399265
4.95	51.6698476	27.90564188
5	52.21350671	48.63051816
5.05	52.75759191	73.54827738
5.1	53.30210292	55.73650143
5.15	53.84703947	82.42967491
5.2	54.39240127	64.12416238
5.25	54.93818803	57.01962575
5.3	55.48439947	71.21744361
5.35	56.0310353	68.0960843
5.4	56.57809524	49.27469241
5.45	57.12557901	47.24387452
5.5	57.6734863	36.93755994
5.55	58.22181683	73.44720841
5.6	58.77057032	59.74779796
5.65	59.31974647	84.19247268
5.7	59.86934498	64.04016663
5.75	60.41936557	91.55450607
5.8	60.96980794	66.94500871
5.85	61.52067179	63.56548425
5.9	62.07195683	62.30871505
5.95	62.62366277	72.5103916
6	63.1757893	55.06277186
6.05	63.72833613	69.98437801
6.1	64.28130295	77.33648567
6.15	64.83468948	76.29093983
6.2	65.38849539	45.68119315
6.25	65.9427204	92.51004394
6.3	66.4973642	70.08987088
6.35	67.05242648	102.0193701
6.4	67.60790694	75.29497927
6.45	68.16380528	14.83142873
6.5	68.72012118	71.50912785
6.55	69.27685434	86.85542162
6.6	69.83400445	71.00708999
6.65	70.39157119	54.8906108
6.7	70.94955427	78.18628006
6.75	71.50795336	55.64281026
6.8	72.06676816	52.24574101
6.85	72.62599835	56.64389542
6.9	73.18564361	60.53719091
6.95	73.74570363	46.06501791
7	74.3061781	70.21723111
7.05	74.86706669	46.75764429
7.1	75.42836909	71.83656871
7.15	75.99008498	107.3741712
7.2	76.55221403	65.71740106
7.25	77.11475593	72.64606878
7.3	77.67771035	99.84098905
7.35	78.24107697	51.0506235
7.4	78.80485547	76.30845158
7.45	79.36904552	63.46611972
7.5	79.93364679	55.37841384
7.55	80.49865896	61.57009349
7.6	81.0640817	91.89053669
7.65	81.62991467	67.01462338
7.7	82.19615756	77.71104746
7.75	82.76281002	80.77290843
7.8	83.32987173	71.78245881
7.85	83.89734235	68.61391471
7.9	84.46522155	91.06227
7.95	85.03350899	100.4571901
8	85.60220433	85.52172607
8.05	86.17130725	114.0147748
8.1	86.7408174	59.45074858
8.15	87.31073444	83.27716234
8.2	87.88105803	83.99660002
8.25	88.45178784	56.56106584
8.3	89.02292351	79.7409163
8.35	89.59446471	64.04619216
8.4	90.16641109	92.79383488
8.45	90.7387623	98.94864474
8.5	91.31151801	66.87335527
8.55	91.88467785	90.74098113
8.6	92.4582415	101.2112529
8.65	93.03220858	126.8104435
8.7	93.60657876	92.13995301
8.75	94.18135169	94.5914378
8.8	94.75652701	85.72447922
8.85	95.33210436	61.71634423
8.9	95.9080834	94.17197833
8.95	96.48446377	138.2599838
9	97.0612451	116.7103601
9.05	97.63842706	101.5387926
9.1	98.21600926	102.2734132
9.15	98.79399137	85.79003387
9.2	99.37237301	90.66293448
9.25	99.95115382	89.96160384
9.3	100.5303334	100.1545205
9.35	101.1099115	105.1488233
